  No    Ref    V       B-V     U-B
 5151   271  17.268   0.828   0.148
 5152   271  16.680   0.718   0.380
 5153   271  16.447   0.928   0.351
 5154   271  15.862   0.756   0.364
 5154   314  15.870   0.818   0.278
 5155   271  16.785   0.848   0.331
 5156   314  15.951   0.877   0.134
 5165   271  16.042   1.043   0.645
 5165   314  16.049   0.752   0.388
 5170   314  16.049   1.039   0.395
 5172   314  12.858   0.359  -0.284
 5175   314  15.830   0.850   0.365
 5176   314  15.185   1.319   0.794
 5182   271  17.147   0.978   0.551
 5183   271  15.454   0.671   0.566
 5184   271  16.529   1.004   0.380
 5185   271  15.985   0.711   0.575
 5185   314  16.020   0.806   0.309
 5186   271  16.976   0.941   0.593
 5188   271  16.392   1.342   0.958
 5189   271  16.675   0.881   0.537
 5190   271  16.011   1.012   0.556
 5190   314  16.032   0.852   0.442
 5191   271  17.377   0.828   0.642
 5192   271  16.465   0.841   0.532
 5193   271  14.033   1.485   1.356
 5195   271  15.909   0.840   0.675
 5195   314  15.917   1.008   0.344
 5196   271  16.103   0.843   0.502
 5196   314  16.094   1.030   0.399
 5197   271  16.029   0.944   0.694
 5197   314  16.036   1.077   0.441
 5199   271  16.014   0.839   0.652
 5199   314  16.023   0.757   0.427
 5200   271  17.289   0.812   0.599
 5201   271  16.992   0.990   0.471
 5204   271  16.444   0.938   0.527
 5205   271  15.897   0.864   0.587
 5205   314  15.934   0.939   0.348
 5206   271  17.172   0.971   0.650
 5208   271  15.715   0.886   0.587
 5208   314  15.708   0.940   0.372
 5209   271  16.505   0.725   0.550
 5210   271  16.975   1.070   0.539
 5212   271  16.252   0.933   0.494
 5213   271  16.771   1.041   0.565
 5214   271  16.173   0.798   0.597
 5214   314  16.181   0.809   0.453
 5215   271  16.162   1.446   1.262
 5215   314  16.202   0.842   0.417
 5216   271  17.039   0.938   0.490
 5221   271  17.156   1.028   0.703
 5222   271  17.499   0.888   0.602
 5224   271  16.160   0.786   0.665
 5224   314  16.125   0.608   0.384
 5225   271  16.745   0.869   0.526
 5226   271  16.166   1.458   1.095
 5228   271  16.945   1.233   0.546
 5229   271  15.783   1.154   0.632
 5229   314  15.719   1.173   0.483
 5230   271  16.768   0.846   0.495
 5231   271  16.460   0.982   0.467
 5233   271  16.837   0.994   0.639
 5234   271  17.001   1.011   0.480
 5236   271  17.146   1.107   0.449
 5237   271  16.045   0.794   0.465
 5237   314  16.010   0.834   0.410
 5238   271  16.108   0.857   0.472
 5238   314  16.096   0.819   0.442
 5240   271  16.599   0.927   0.486
 5241   271  16.878   1.006   0.480
 5242   271  16.127   0.836   0.466
 5242   314  16.109   0.823   0.424
 5243   271  16.825   1.101   0.536
 5244   271  16.055   0.789   0.552
 5244   314  16.027   0.811   0.454
 5245   271  16.613   0.904   0.461
 5246   271  16.834   1.044   0.584
 5247   271  16.122   0.757   0.493
 5247   314  16.113   0.764   0.411
 5248   271  16.959   1.013   0.392
 5249   271  16.497   1.393   1.050
 5250   271  16.321   1.538   1.270
 5251   271  17.198   0.713   0.422
 5253   271  16.842   0.939   0.422
 5254   271  15.917   0.964   0.394
 5254   314  15.892   0.956   0.347
 5257   271  16.539   1.003   0.490
 5260   271  16.718   0.981   0.490
 5261   271  15.185   0.612   0.448
 5261   314  15.168   0.581   0.348
 5263   271  17.350   0.997   0.470
 5267   271  16.629   0.985   0.306
 5269   271  15.503   1.467   1.111
 5270   271  16.558   1.132   0.546
 5272   271  15.670   1.235   1.171
 5273   271  16.431   0.665   0.522
 5273   314  16.414   0.694   0.447
 5274   271  17.272   0.939   0.399
 5276   271  17.142   0.961   0.385
 5280   271  17.100   1.185   0.530
 5281   271  16.591   0.873   0.458
 5282   271  16.121   0.831   0.475
 5282   314  16.107   0.822   0.433
 5283   271  16.995   1.031   0.497
 5284   271  17.240   1.080   0.529
 5285   271  16.087   0.853   0.547
 5285   314  16.077   0.833   0.427
 5286   271  16.980   0.968   0.547
 5287   271  16.928   1.076   0.541
 5288   271  15.913   0.742   0.471
 5288   314  15.894   0.750   0.353
 5290   271  16.022   1.298   1.076
 5291   271  16.119   0.675   0.494
 5291   314  16.074   0.693   0.424
 5292   271  16.763   1.094   0.697
 5293   271  16.851   0.857   0.477
 5294   271  16.561   0.953   0.400
 5295   271  16.156   1.471   1.300
 5296   271  15.810   1.406   1.455
 5297   271  16.998   0.916   0.549
 5298   271  16.976   0.970   0.369
 5299   271  15.779   0.998   0.518
 5299   314  15.765   1.033   0.394
 5300   271  17.378   0.842   0.411
 5301   271  16.946   1.061   0.466
 5304   271  16.424   0.961   0.451
 5305   271  15.542   0.999   0.483
 5305   314  15.500   1.018   0.410
 5306   271  16.888   1.051   0.593
 5307   271  16.254   0.820   0.404
 5309   314  15.463   0.841   0.283
 5312   271  16.961   0.940   0.487
 5313   271  16.926   1.236   0.801
 5314   271  16.735   1.117   0.739
 5316   271  17.004   0.956   0.382
 5318   271  15.602   1.307   0.931
 5319   271  16.086   0.807   0.391
 5319   314  16.038   0.835   0.251
 5320   271  16.565   1.011   0.567
 5322   271  17.027   1.009   0.423
 5323   271  15.969   0.749   0.411
 5323   314  15.975   0.723   0.345
 5324   271  16.611   0.894   0.316
 5325   271  16.858   1.139   0.893
 5326   271  16.500   0.803   0.368
 5327   271  17.057   0.969   0.294
 5329   271  16.652   0.957   0.295
 5331   271  16.256   0.961   0.336
 5332   271  16.455   0.929   0.350
 5333   271  16.977   0.768   0.249
 5335   271  16.644   0.842   0.303
 5337   271  17.204   0.862   0.437
 5338   271  16.439   0.946   0.425
 5339   271  16.292   0.683   0.387
 5339   314  16.255   0.740   0.273
 5340   271  16.913   0.600   0.425
 5341   271  16.275   0.835   0.324
 5342   271  16.491   0.883   0.278
 5343   271  17.199   0.886   0.290
 5345   271  16.140   1.026   0.489
 5346   271  17.042   0.931   0.311
 5348   271  17.256   0.836   0.205
 5349   271  16.940   0.910   0.233
 5351   271  17.089   0.960   0.294
 5352   271  17.049   0.871   0.339
 5353   271  16.208   0.899   0.272
 5353   314  16.191   0.926   0.221
 5355   271  16.736   0.860   0.257
 5362   271  17.165   0.575   0.288
 5363   271  15.780   0.935   0.466
 5363   314  15.813   0.996   0.348
 5365   271  17.191   0.957   0.347
 5369   271  17.208   0.804   0.390
 5370   271  16.873   0.702   0.334
 5371   271  15.867   0.836   0.332
 5371   314  15.866   0.902   0.226
 5372   271  17.053   0.883   0.207
 5373   271  17.187   0.758   0.291
 5376   271  16.355   0.791   0.439
 5377   271  15.976   0.939   0.515
 5378   271  16.112   1.238   1.292
 5379   271  16.692   0.819   0.344
 5380   271  16.157   0.838   0.216
 5381   271  16.074   0.802   0.389
 5381   314  16.068   0.941   0.204
 5383   271  17.331   0.744   0.386
 5384   271  16.370   0.842   0.337
 5392   271  16.302   0.978   0.617
 5395   314  15.600   0.907   0.295
 5404   314  15.628   1.090   0.486
 5405   314   7.849   2.271   2.371
 5406   271  17.149   0.905   0.331
 5410   271  17.024   1.321   0.595
 5413   271  16.336   0.774   0.626
 5418   271  16.376   0.834   0.430
 5418   314  16.302   0.845   0.283
 5420   271  16.190   1.057   0.664
 5421   271  16.617   0.897   0.522
 5424   271  16.024   0.758   0.506
 5424   314  15.965   0.771   0.307
 5426   271  16.748   0.945   0.616
 5427   271  16.284   0.838   0.498
 5427   314  16.291   1.013   0.253
 5428   271  16.585   0.939   0.438
 5429   271  16.698   0.861   0.578
 5431   314  15.997   0.792   0.252
 5433   271  16.043   0.759   0.424
 5433   314  15.984   0.794   0.284
 5434   271  15.819   0.891   0.488
 5434   314  15.788   0.901   0.289
 5438   271  16.596   1.133   0.640
 5439   271  16.232   1.254   0.713
 5440   314  16.426   0.827   0.329
 5441   271  16.763   1.013   0.406
 5444   271  14.973   1.538   1.363
 5445   271  16.800   1.046   0.838
 5446   271  16.179   0.767   0.366
 5446   314  16.144   0.769   0.330
 5447   271  16.605   0.952   0.338
 5448   271  16.879   0.733   0.423
 5449   271  16.699   1.189   0.750
 5450   271  17.011   0.847   0.375
 5451   271  15.928   0.993   0.523
 5451   314  15.882   1.048   0.399
 5452   271  16.977   1.031   0.574
 5453   271  17.216   1.169   0.956
 5455   271  17.099   1.045   0.397
 5456   271  16.654   0.943   0.234
 5457   271  16.540   1.084   0.668
 5458   271  15.728   0.963   0.486
 5458   314  15.672   1.016   0.346
 5460   271  16.090   0.685   0.364
 5460   314  16.004   0.685   0.415
 5461   271  16.944   1.010   0.802
 5464   271  16.143   0.863   0.601
 5464   314  16.081   0.911   0.418
 5466   271  15.914   1.025   0.412
 5466   314  15.836   1.035   0.304
 5468   271  16.347   1.081   0.683
 5471   271  16.048   0.724   0.465
 5471   314  15.989   0.754   0.321
 5472   271  16.367   0.807   0.568
 5472   314  16.315   0.832   0.322
 5473   271  16.815   1.094   0.837
 5476   271  16.827   0.931   0.379
 5478   271  16.203   1.162   0.734
 5479   271  16.679   1.039   0.426
 5481   271  17.183   1.248   1.372
 5484   271  17.417   1.058   0.494
 5485   271  16.637   0.966   0.519
 5487   271  16.700   1.082   0.458
 5488   271  16.271   1.127   0.790
 5490   271  16.219   0.934   0.385
 5490   314  16.196   0.937   0.325
 5491   271  17.166   0.978   0.243
 5492   271  16.464   0.833   0.396
 5493   271  17.105   1.039   0.514
 5495   271  16.230   0.894   0.401
 5496   271  16.341   0.842   0.388
 5497   271  16.991   0.972   0.508
 5498   271  16.538   1.052   0.847
 5501   314  16.161   0.927   0.299
 5502   271  16.825   0.834   0.403
 5503   271  15.917   1.052   0.603
 5504   271  15.988   0.710   0.332
 5504   314  15.980   0.727   0.329
 5506   271  16.683   1.132   1.068
 5507   271  16.540   1.008   0.810
 5508   271  16.729   0.980   0.613
 5509   271  16.782   0.597   0.475
 5510   271  15.524   1.053   0.653
 5510   314  15.531   1.127   0.516
 5511   271  16.284   0.816   0.446
 5512   271  15.791   1.162   0.680
 5515   271  17.139   0.841   0.389
 5520   271  16.057   0.771   0.351
 5520   314  16.069   0.792   0.298
 5523   271  16.295   0.835   0.416
 5524   271  16.635   0.993   0.470
 5527   271  15.710   1.242   0.969
 5528   271  16.494   0.770   0.211
 5529   314  16.099   0.794   0.204
 5530   271  13.739   1.590   1.466
 5530   314  13.752   1.684   1.675
 5531   271  16.496   0.858   0.288
 5532   271  17.200   0.735   0.209
 5533   271  15.718   1.188   0.773
 5534   271  16.886   0.884   0.249
 5535   271  16.406   0.975   0.470
 5536   271  17.237   0.938   0.178
 5537   271  16.478   0.862   0.327
 5538   271  17.036   0.838   0.281
 5539   271  16.510   0.697   0.241
 5540   271  16.029   1.178   1.083
 5541   271  16.901   0.960   0.572
 5542   271  17.360   0.641   0.181
 5543   271  16.471   0.798   0.245
 5550   271  16.245   0.754   0.383
 5552   271  16.493   1.003   0.728
 5553   271  16.082   0.684   0.421
 5553   314  16.186   0.792   0.230
 5558   271  15.616   1.263   0.817
 5559   271  17.056   0.860   0.206
 5560   271  15.954   0.813   0.226
 5560   314  15.953   0.850   0.189
 5561   271  16.433   0.767   0.264
 5562   271  15.996   0.735   0.318
 5562   314  16.002   0.775   0.250
 5564   271  16.784   1.064   0.645
 5565   314  16.144   0.780   0.243
 5567   271  17.050   0.808   0.284
 5569   271  16.081   0.870   0.417
 5577   271  16.575   0.819   0.420
 5578   271  15.597   1.128   1.341
 5582   314  16.106   0.815   0.170
 5588   314  16.238   0.687   0.349
 5589   271  17.141   0.865   0.293
 5592   271  17.153   1.051   0.334
 5593   271  16.590   1.043   0.473
 5594   271  16.646   1.057   1.000
 5595   271  16.608   0.864   0.405
 5601   271  16.855   0.818   0.437
 5602   271  16.676   1.111   0.928
 5603   314  15.828   1.066   0.302
 5605   271  17.272   0.923   0.482
 5607   271  16.401   0.922   0.460
 5607   314  16.327   1.037   0.236
 5608   271  16.648   0.828   0.497
 5609   271  16.677   0.848   0.400
 5611   271  16.649   0.995   0.529
 5612   271  16.261   0.891   0.400
 5615   314  16.218   0.948   0.283
 5617   271  16.232   0.762   0.404
 5617   314  16.188   0.820   0.271
 5618   271  15.918   0.685   0.473
 5618   314  15.881   0.685   0.385
 5619   271  17.194   1.020   0.433
 5620   271  16.493   0.870   0.411
 5621   271  16.775   0.767   0.352
 5622   271  16.592   1.078   0.587
 5624   271  16.609   0.960   0.300
 5626   271  16.852   0.696   0.352
 5627   271  16.534   0.802   0.399
 5628   271  16.436   0.928   0.419
 5629   271  17.043   0.654   0.527
 5630   271  17.460   1.184   0.292
 5631   271  16.392   0.997   0.391
 5632   271  16.044   1.090   0.801
 5633   271  17.078   1.029   0.301
 5637   271  16.727   0.954   0.267
 5638   271  16.286   1.221   0.463
 5639   271  17.015   1.009   0.627
 5640   271  16.544   0.820   0.852
 5641   271  15.698   1.343   1.158
 5642   271  16.293   0.813   0.417
 5644   271  17.061   1.061   0.262
 5645   271  16.187   0.770   0.341
 5645   314  16.080   0.777   0.314
 5647   314  16.256   0.877   0.326
 5649   271  16.256   0.797   0.342
 5649   314  16.183   0.879   0.190
 5650   271  16.250   1.235   0.925
 5651   271  16.436   0.781   0.404
 5651   314  16.378   0.857   0.232
 5652   271  16.538   0.875   0.332
 5653   271  16.534   1.015   0.543
 5654   271  16.524   0.906   0.286
 5655   314  16.123   0.870   0.187
 5657   271  17.259   1.044   0.417
 5659   271  16.674   0.815   0.296
 5660   271  16.557   0.781   0.355
 5661   271  16.396   0.960   0.495
 5662   271  17.006   0.919   0.367
 5663   271  16.183   1.121   0.445
 5664   271  16.539   0.866   0.395
 5665   271  16.506   0.810   0.391
 5667   271  15.736   0.902   0.401
 5667   314  15.701   0.945   0.348
 5668   271  15.643   1.260   0.882
 5669   314  16.367   0.487   0.272
 5670   271  16.379   0.464   0.345
 5670   314  16.346   0.490   0.233
 5671   271  17.478   0.881   0.395
 5672   271  16.182   0.726   0.267
 5672   314  16.144   0.827   0.170
 5674   271  16.096   0.899   0.354
 5674   314  16.056   0.962   0.333
 5676   271  16.444   0.932   0.408
 5679   271  16.774   0.855   0.331
 5680   271  16.640   0.936   0.453
 5681   271  16.479   0.861   0.385
 5683   314  16.194   1.011   0.167
 5685   271  16.396   0.508   0.276
 5685   314  16.377   0.494   0.201
 5687   271  11.183   1.799   1.622
 5688   271  16.243   0.781   0.325
 5688   314  16.207   0.913   0.208
 5689   271  16.797   0.708   0.301
 5692   271  16.901   0.460   0.373
 5693   271  16.433   0.788   0.326
 5693   314  16.451   0.816   0.160
 5694   271  17.359   0.841   0.168
 5696   271  15.482   1.281   0.871
 5698   271  17.251   0.773   0.373
 5701   271  16.758   0.855   0.319
 5702   271  17.412   0.900   0.367
 5703   271  16.735   0.780   0.431
 5704   271  16.528   0.772   0.303
 5705   271  16.294   0.778   0.295
 5705   314  16.296   0.830   0.210
 5707   271  16.290   0.742   0.282
 5707   314  16.282   0.839   0.138
 5714   271  16.720   0.974   0.380
 5715   271  15.912   0.982   0.326
 5715   314  15.922   1.040   0.306
 5717   271  16.441   0.859   0.384
 5720   271  17.181   0.847   0.244
 5721   271  16.846   0.837   0.293
 5723   271  16.470   0.872   0.338
 5724   271  16.312   0.779   0.320
 5724   314  16.307   0.795   0.212
 5731   271  15.710   0.998   0.397
 5731   314  15.736   1.035   0.336
 5737   271  16.943   0.787   0.397
 5738   271  16.420   0.831   0.342
 5740   271  16.523   0.745   0.288
 5743   271  16.529   0.931   0.400
 5745   271  16.606   0.673   0.340
 5746   271  16.929   0.735   0.277
 5749   271  16.153   1.014   0.619
 5751   271  16.146   0.946   0.454
 5752   271  16.027   0.704   0.370
 5752   314  16.092   0.772   0.208
 5754   271  16.169   0.786   0.352
 5756   271  15.475   1.391   1.133
 5766   314  15.879   0.605   0.359
 5771   314  14.766   0.474   0.225
 5772   314  12.978   0.340  -0.036
 5773   314  15.613   0.892   0.255
 5782   314  13.881   1.298   0.836
 5785   271  15.971   0.973   0.590
 5785   314  15.957   0.996   0.380
 5787   271  16.335   0.785   0.343
 5787   314  16.270   0.819   0.286
 5791   271  15.853   0.900   0.797
 5793   271  17.309   1.194   1.165
 5794   271  16.320   1.124   0.893
 5797   271  12.721   1.614   1.618
 5803   271  17.070   1.455   0.748
 5804   271  15.884   1.015   0.625
 5804   314  15.859   1.042   0.479
 5805   314  16.164   0.936   0.339
 5806   271  16.458   1.087   0.598
 5809   271  16.205   0.805   0.477
 5809   314  16.154   0.811   0.315
 5810   271  16.614   1.155   0.635
 5812   271  16.087   0.960   0.627
 5812   314  16.016   0.983   0.421
 5814   271  16.175   0.790   0.438
 5814   314  16.096   0.822   0.274
 5815   314  15.981   0.916   0.372
 5816   271  15.416   1.267   0.836
 5816   314  15.356   1.318   0.674
 5817   271  16.284   0.766   0.532
 5817   314  16.205   0.823   0.286
 5818   271  16.235   0.910   0.401
 5818   314  16.186   0.919   0.277
 5819   314  16.385   0.612   0.417
 5820   271  16.163   0.674   0.404
 5820   314  16.133   0.651   0.317
 5822   271  16.273   0.771   0.283
 5822   314  16.272   0.795   0.190
 5823   271  17.096   1.202   1.080
 5825   271  16.438   0.850   0.278
 5826   271  16.544   1.344   1.058
 5827   271  17.754   1.003   0.196
 5828   271  16.538   0.876   0.338
 5829   271  16.751   0.909   0.482
 5831   271  16.411   0.873   0.350
 5831   314  16.339   0.923   0.257
 5834   271  15.153   1.344   1.107
 5834   314  15.108   1.405   1.028
 5835   271  17.124   0.855   0.397
 5837   271  16.752   0.870   0.442
 5838   271  17.091   1.086   0.609
 5840   271  17.248   0.946   0.624
 5841   271  17.331   0.867   0.350
 5842   271  16.798   0.715   0.490
 5843   271  16.456   0.819   0.417
 5844   271  16.785   0.845   0.284
 5850   271  17.364   0.803   0.324
 5853   271  16.575   1.015   0.445
 5854   271  16.728   0.880   0.373
 5855   271  16.697   0.956   0.367
 5857   271  16.076   0.855   0.334
 5857   314  16.080   0.880   0.230
 5859   271  17.440   0.557   0.386
 5860   271  16.986   0.716   0.442
 5861   314  15.661   1.026   0.637
 5863   271  15.641   1.316   1.189
 5866   314  15.650   0.937   0.323
 5867   271  17.410   0.778   0.108
 5869   271  16.088   0.766   0.444
 5869   314  16.087   0.757   0.351
 5870   271  15.943   0.687   0.367
 5870   314  15.931   0.693   0.291
 5871   271  15.071   1.313   1.022
 5871   314  15.052   1.378   0.986
 5873   271  16.212   0.939   0.254
 5873   314  16.169   0.954   0.259
 5874   271  16.970   0.982   0.481
 5875   271  16.787   0.887   0.622
 5876   271  17.011   0.843   0.476
 5877   271  17.053   0.842   0.257
 5878   271  17.071   1.545   0.947
 5879   271  16.387   0.631   0.378
 5879   314  16.371   0.591   0.372
 5880   271  15.694   0.924   0.518
 5880   314  15.678   0.962   0.396
 5882   271  16.738   0.976   0.535
 5883   271  17.063   1.078   0.611
 5884   271  15.954   1.123   0.911
 5886   271  16.484   1.044   0.356
 5887   271  16.011   1.333   1.113
 5888   271  17.374   0.910   0.504
 5889   271  16.951   0.934   0.401
 5890   271  16.903   0.835   0.466
 5892   271  17.132   0.817   0.430
 5893   271  17.261   1.392   1.220
 5894   271  15.893   1.279   1.010
 5895   271  16.977   0.928   0.238
 5897   271  16.362   0.853   0.286
 5898   271  16.606   0.935   0.474
 5900   271  16.422   0.799   0.375
 5900   314  16.384   0.848   0.226
 5901   271  16.535   1.150   0.810
 5902   271  17.129   0.866   0.154
 5903   271  16.258   0.804   0.299
 5903   314  16.209   0.830   0.249
 5904   271  16.338   0.980   0.428
 5907   271  16.505   0.869   0.439
 5908   271  17.440   0.777   0.266
 5909   271  16.527   0.859   0.319
 5910   271  15.503   1.215   0.950
 5911   271  17.198   1.188   0.646
 5914   271  17.693   0.965   0.543
 5915   271  16.997   1.051   0.420
 5917   271  16.157   1.022   0.681
 5918   271  16.457   0.738   0.330
 5918   314  16.457   0.755   0.236
 5919   271  16.829   0.856   0.265
 5922   271  16.792   0.758   0.320
 5923   271  16.295   0.902   0.377
 5923   314  16.314   0.935   0.293
 5924   271  15.496   1.333   1.144
 5925   271  16.635   0.850   0.332
 5926   271  16.945   0.919   0.265
 5927   271  14.955   1.575   1.442
 5928   271  17.590   1.023   0.393
 5929   271  16.759   1.065   0.459
 5930   271  17.100   0.739   0.185
 5932   271  15.741   1.267   0.985
 5933   271  17.205   0.918   0.713
 5934   271  16.675   0.897   0.287
 5937   271  16.986   0.830   0.368
 5938   271  17.269   0.828   0.277
 5939   271  16.876   0.920   0.250
 5940   314  16.437   0.704   0.358
 5943   271  12.590   1.649   1.704
 5944   271  16.909   0.744   0.313
 5946   271  16.923   0.776   0.364
 5949   271  16.756   0.861   0.621
 5950   271  16.292   0.664   0.439
 5950   314  16.290   0.704   0.308
 5952   271  16.461   0.789   0.348
 5956   314  16.278   0.809   0.227
 5959   271  16.127   0.786   0.382
 5959   314  16.180   0.850   0.172
 5960   271  17.292   0.915   0.332
 5961   271  16.973   0.888   0.302
 5964   271  17.214   0.920   0.330
 5965   271  15.723   0.451   0.289
 5966   271  16.688   0.813   0.280
 5967   314  15.754   0.816   0.244
 5968   271  16.652   0.818   0.307
 5969   271  16.748   1.189   0.926
 5970   271  17.026   0.951   0.529
 5971   271  16.070   0.798   0.258
 5971   314  16.080   0.828   0.256
 5972   271  15.981   0.732   0.368
 5972   314  15.978   0.769   0.261
 5974   314  16.098   0.940   0.243
 5981   271  16.324   0.760   0.297
 5981   314  16.353   0.787   0.210
 5982   271  16.573   0.971   0.406
 5983   271  17.104   0.515   0.329
 5985   271  16.275   0.754   0.325
 5985   314  16.266   0.821   0.167
 5987   271  13.324   1.638   1.596
 5987   314  13.355   1.727   1.889
 5990   271  16.033   0.855   0.359
 5990   314  16.075   0.907   0.250
 5995   271  16.948   0.907   0.287
 5996   271  16.643   0.850   0.347
 5997   271  16.635   0.854   0.360
 5998   271  16.045   0.740   0.302
 5998   314  16.034   0.765   0.247
 5999   271  16.407   0.975   0.495
 6002   271  17.109   0.459   0.341
 6005   271  15.933   0.784   0.307
 6005   314  15.933   0.835   0.207
 6007   271  16.805   0.710   0.471
 6011   271  16.043   1.102   0.718
 6013   271  16.529   0.906   0.304
 6015   314  15.895   1.019   0.312
 6018   271  15.850   0.805   0.386
 6018   314  15.889   0.848   0.288
 6019   271  16.484   0.733   0.259
 6021   271  15.674   1.142   0.996
 6022   271  12.896   1.910   1.440
 6023   271  16.581   0.910   0.393
 6025   271  16.117   1.021   0.594
 6027   271  16.715   0.870   0.383
 6029   271  16.361   0.954   0.507
 6032   271  16.847   0.619   0.378
 6033   271  16.740   0.708   0.262
 6034   271  16.974   0.804   0.328
 6035   271  17.102   0.753   0.298
 6036   271  16.949   0.932   0.375
 6039   271  16.383   0.830   0.331
 6046   271  16.250   1.050   0.841
 6047   271  16.997   0.729   0.208
 6054   271  16.895   0.778   0.262
 6055   271  16.238   0.899   0.477
 6056   271  15.652   0.888   0.405
 6056   314  15.721   0.956   0.274
 6060   271  16.089   0.865   0.329
 6062   271  16.726   0.682   0.356
 6067   271  17.099   0.736   0.297
 6069   271  16.245   0.622   0.312
 6071   271  17.139   0.863   0.303
 6072   271  16.266   0.797   0.250
 6072   314  16.352   0.830   0.167
 6083   271  16.963   0.817   0.294


